5.317369614,196.603,1.503492063
7.314263038,220.659,1.515102040
9.317006802,294.45,1.520907029
11.313922902,262.383,1.509297052
14.024852607,194.957,1.265487528
16.631269841,220.65,0.714013605
17.960634920,293.041,1.213242630
19.789183673,262.098,1.311927437
23.655306122,194.957,1.265487528
26.261768707,220.665,0.708208616
27.591088435,293.046,1.207437641
29.419682539,262.093,1.311927437
31.166984126,196.603,1.503492063
33.163900226,247.666,1.509297052
35.166598639,294.448,1.520907029
37.169342403,220.671,1.515102040
39.677097505,194.976,1.300317460
41.981678004,248.252,0.888163265
43.316825396,293.619,1.265487528
45.603990929,220.336,1.062312925
49.307551020,194.977,1.294512471
51.664399092,248.19,0.818480725
52.941496598,293.616,1.230657596
55.281632653,220.277,0.864195011
56.871473922,196.607,1.503492063
58.874195011,262.361,1.509297052
60.871088435,294.449,1.520907029
62.873832199,220.657,1.515102040
65.236439909,195.314,1.387392290
67.140476190,262.502,1.311927437
69.021315192,294.745,1.160997732
70.936938775,220.333,1.213242630
74.878548752,195.312,1.410612244
76.776780045,262.499,1.311927437
78.657596371,294.744,1.166802721
80.573242630,220.33,1.201632653
82.581768707,196.603,1.486077097
84.567074829,220.668,1.515102040
86.563990929,262.384,1.509297052
88.560907029,247.639,1.509297052
91.016417233,195.07,1.253877551
92.850793650,220.344,1.160997732
94.778049886,261.083,1.213242630
96.560181405,247.75,1.300317460
100.652698412,195.074,1.236462585
102.481247165,220.336,1.160997732
104.414331065,261.116,1.207437641
106.196439909,247.758,1.300317460
