3.221768707,196.611,1.486077097
5.224489795,220.656,1.515102040
7.227210884,294.448,1.515102040
9.224104308,262.38,1.509297052
11.859591836,195.623,1.393197278
13.868117913,221.984,0.295147392
14.163265306,219.112,1.161904761
16.132040816,298.36,1.491882086
18.256689342,262.165,0.290249433
18.546938775,264.27,1.044897959
21.501678004,195.626,1.399002267
23.504399092,219.213,1.462857142
25.768321995,298.346,1.497687074
27.892970521,264.063,1.010068027
28.937868480,196.603,1.491882086
30.923151927,247.636,1.503492063
32.925895691,294.472,1.515102040
34.922811791,220.662,1.515102040
37.140294784,195.577,1.607981859
39.137210884,248.266,1.538321995
41.128321995,295.163,0.621156462
41.749478458,294.161,0.911360544
43.270385487,219.984,0.452063492
43.722448979,219.443,0.952743764
46.770793650,195.579,1.578956916
48.767709750,248.271,1.526712018
50.758820861,294.232,1.532517006
52.900839002,219.511,1.410612244
54.636553287,196.599,1.486077097
56.621859410,262.385,1.509297052
58.624580498,294.473,1.509297052
60.621496598,220.657,1.515102040
62.966689342,195.555,1.503492063
64.922970521,263.133,1.433832199
66.954716553,294.414,0.726916099
67.681632653,296.16,0.747551020
68.945827664,219.266,0.377346938
69.323174603,220.531,1.108730158
72.597188208,195.557,1.503492063
74.553469387,263.137,1.433832199
76.585215419,295.488,1.468662131
78.576326530,220.287,1.497687074
80.300385487,196.613,1.491882086
82.285714285,220.671,1.515102040
84.288412698,262.384,1.509297052
86.285351473,247.655,1.503492063
88.433197278,195.541,1.561541950
90.383673469,220.618,1.619591836
92.432811791,262.171,0.408004535
92.840816326,263.775,0.938752834
94.319433106,248.587,1.602176870
98.069455782,195.545,1.509297052
100.014149659,220.615,1.619591836
102.063310657,262.844,1.062312925
103.949931972,248.585,1.520907029
