2.356825396,196.609,1.503492063
4.359523809,208.243,1.491882086
6.356439909,277.922,1.520907029
8.359183673,233.799,1.491882086
11.081700680,195.498,1.306122448
13.008979591,205.431,1.428027210
15.116167800,273.296,1.323537414
17.113106575,236.627,1.642811791
20.712199546,195.502,1.294512471
22.645260770,205.414,1.393197278
24.752471655,273.294,1.323537414
26.743582766,236.629,1.265487528
28.072902494,196.605,1.486077097
30.058231292,277.908,1.520907029
32.060952380,233.797,1.497687074
34.063673469,208.238,1.486077097
36.583038548,195.468,1.474467120
38.643809523,271.588,1.387392290
40.617505668,233.887,1.335147392
42.521519274,204.361,1.526712018
46.213492063,195.47,1.480272108
48.274263038,271.582,1.335147392
50.247981859,233.892,1.300317460
52.152018140,204.368,1.491882086
53.760000000,196.605,1.503492063
55.762721088,262.376,1.509297052
57.765442176,208.239,1.486077097
59.762358276,277.912,1.515102040
61.898571428,195.734,1.340952380
63.709750566,266.911,1.486077097
65.654421768,204.493,1.399002267
67.674535147,282.826,1.729886621
71.529070294,195.734,1.340952380
73.340226757,266.908,1.468662131
75.284875283,204.425,1.364172335
77.305034013,282.861,1.642811791
79.452879818,196.613,1.503492063
81.449795918,262.369,1.515102040
83.452517006,233.791,1.497687074
85.449433106,277.925,1.509297052
87.579863945,195.663,1.526712018
89.629002267,265.961,1.428027210
91.689795918,229.64,1.381587301
94.609705215,277.861,1.689251700
97.210317460,195.668,1.515102040
99.259501133,265.96,1.416417233
101.320272108,229.638,1.381587301
104.240181405,277.85,0.864943310
