1.230657596,196.603,1.503492063
3.239183673,208.24,1.486077097
5.236077097,262.378,1.503492063
7.232993197,277.902,1.509297052
9.688503401,195.515,1.346757369
11.551927437,205.876,1.375782312
14.334693877,259.723,0.526054421
15.394829931,274.632,1.474467120
19.266757369,195.527,1.329342403
21.130136054,205.107,0.314761904
21.444897959,206.513,1.066825396
23.004081632,267.498,0.538775510
23.542857142,258.884,0.890340136
24.973061224,274.622,1.468662131
26.935124716,196.612,1.503492063
28.932040816,262.369,1.509297052
30.934784580,277.903,1.515102040
32.931678004,233.817,1.503492063
35.387210884,195.479,1.253877551
37.273469387,270.237,0.526530612
37.800000000,264.14,0.954104308
39.212698412,278.719,1.300317460
41.058662131,232.413,1.404807256
44.965442176,195.482,1.242267573
46.889795918,271.638,0.391836734
47.281632653,264.136,1.126145124
48.790907029,278.703,1.288707482
50.636916099,232.416,1.399002267
52.628027210,196.612,1.503492063
54.624943310,277.91,1.520907029
56.627641723,262.369,1.509297052
58.630385487,208.236,1.486077097
61.056848072,195.491,1.486077097
63.044897959,275.802,0.261224489
63.306122448,275.449,1.146643990
64.859138321,263.822,1.416417233
66.739954648,206.871,1.724081632
70.640907029,195.489,1.480272108
72.602993197,275.518,1.416394557
74.443151927,263.762,1.375782312
76.318163265,206.876,1.706666666
78.326689342,196.613,1.503492063
80.329433106,208.237,1.486077097
82.326349206,233.792,1.497687074
84.323242630,277.914,1.509297052
86.563990929,195.413,1.416417233
88.549274376,204.836,0.389501133
88.938775510,206.652,1.172040816
90.610045351,233.111,1.468662131
92.572131519,278.195,1.538321995
96.194444444,195.42,1.404807256
98.179773242,206.292,1.561541950
100.240544217,233.115,1.468662131
102.202630385,278.202,1.520907029
