0.946213151,196.608,1.491882086
2.931519274,233.793,1.503492063
4.934240362,208.244,1.491882086
6.931156462,262.367,1.509297052
9.079002267,195.197,1.428027210
11.006258503,234.092,1.602176870
13.037981859,204.572,1.335147392
15.029092970,264.665,1.607981859
18.715283446,195.197,1.428027210
20.642539682,234.089,1.607981859
22.674263038,204.49,1.131972789
24.677006802,132.175,1.184217687
26.598458049,196.619,1.468662131
28.583764172,262.369,1.503492063
30.615487528,208.237,1.457052154
32.583401360,294.506,1.369977324
35.776145124,195.341,1.091337868
37.215782312,263.816,1.108752834
38.992108843,206.941,1.248072562
40.745215419,296.384,1.410612244
45.424013605,195.353,1.091337868
46.863673469,263.829,1.102947845
48.640000000,206.945,1.242267573
50.381496598,296.072,1.381587301
52.244875283,196.606,1.491882086
54.235986394,208.243,1.486077097
56.232902494,262.387,1.509297052
58.229841269,233.804,1.503492063
60.400907029,195.041,1.329342403
62.275918367,206.835,1.416417233
64.232199546,265.711,1.300317460
66.107210884,235.978,1.549931972
69.990725623,195.041,1.317732426
71.854149659,206.844,1.416417233
73.810408163,265.713,1.306122448
75.685442176,236.037,1.561541950
