3.767437641,196.613,1.503492063
5.764353741,220.676,1.515102040
7.767074829,294.448,1.515102040
9.763990929,262.374,1.509297052
12.550385487,194.071,1.044897959
14.140952380,214.988,1.190022675
16.074013605,288.466,1.131972789
17.774875283,247.748,0.616961451
18.391836734,252.684,1.525079365
24.137120181,194.125,1.027482993
25.727709750,214.995,1.190022675
27.654965986,288.466,1.131972789
29.355827664,247.87,0.644353741
30.000181405,252.499,0.946213151
31.312108843,196.604,1.503492063
33.314829931,247.663,1.503492063
35.317551020,294.466,1.515102040
37.314444444,220.674,1.515102040
39.357800453,194.231,1.137777777
41.459229024,239.112,0.893968253
42.353197278,244.87,0.806893424
43.537414965,287.862,1.195827664
45.476258503,212.125,1.323537414
50.903922902,194.232,1.126167800
53.144671201,240.848,0.912471655
54.057142857,244.978,0.561995464
55.089342403,287.842,1.184217687
57.022380952,212.124,1.323537414
58.920634920,196.608,1.503492063
60.917551020,262.366,1.509297052
62.920272108,294.442,1.515102040
64.917188208,220.668,1.515102040
67.001156462,194.599,1.201632653
68.910997732,262.628,1.027505668
69.938503401,266.372,0.719795918
70.751179138,300.953,0.191678004
70.942857142,291.691,1.027392290
72.788752834,215.665,1.294512471
78.541496598,194.603,1.213242630
80.422290249,262.414,0.882380952
81.304671201,265.726,0.760430839
82.407619047,300.829,0.139319727
82.546938775,291.669,0.946213151
84.323242630,215.636,1.294512471
